91.192.148.231"2017-08-07 00:00:06.978";"162";"http://polysintez.ru/index.php?route=feed/yandex_yml"
91.192.148.231"2017-08-07 00:00:07.521";"149";"http://polysintez.ru/index.php?route=feed/yandex_yml"
178.20.235.164"2017-08-07 00:00:38.248";"205";"http://polysintez.ru/index.php?route=feed/yandex_yml"
89.169.36.32"2017-08-07 00:00:49.679";"184";"http://polysintez.ru/stroitelnyiy-tent-profi-120-g-m2-10x12-m"
216.244.66.247"2017-08-07 00:01:09.744";"516";"http://polysintez.ru/plenka-vyisshiy-sort-chernaya-100-mkm-3x100-m"
91.204.252.230"2017-08-07 00:02:14.532";"191";"http://polysintez.ru/vozdushno-puzyirchataya-plenka-1-2x100-m"
178.154.224.71"2017-08-07 00:03:04.757";"401";"http://polysintez.ru/"
91.204.252.230"2017-08-07 00:04:52.372";"233";"http://polysintez.ru/gidro-paropronitsaemaya-membrana-izospan-a-70-m2"
37.9.118.28"2017-08-07 00:05:04.771";"443";"http://polysintez.ru/"
95.108.129.196"2017-08-07 00:05:36.337";"344";"http://polysintez.ru/"
5.255.198.103"2017-08-07 00:06:21.177";"2072";"http://polysintez.ru/index.php?route=extension/feed/yandex_yml&token=q1y20V6pvL3hlBAPG39Nss8TjIR2b7VRODEYqE0Iu0y"
95.108.181.68"2017-08-07 00:06:41.172";"171";"http://polysintez.ru/paroizolyatsionnaya-membrana-tyvek-airguard-sd5"
46.4.89.220"2017-08-07 00:08:15.023";"169";"http://polysintez.ru/alyuminievaya-folga-100-mkm-6-m2"
217.69.134.65"2017-08-07 00:08:53.496";"88";"http://polysintez.ru/index.php?route=extension/feed/google_sitemap"
46.4.89.220"2017-08-07 00:09:45.073";"155";"http://polysintez.ru/stroitelnyiy-tent-tarpaulin-120-g-m2-4x6-m"
37.9.69.45"2017-08-07 00:10:26.029";"2097";"http://polysintez.ru/index.php?route=extension/feed/yandex_yml&token=q1y20V6pvL3hlBAPG39Nss8TjIR2b7VRODEYqE0Iu0y"
91.204.252.230"2017-08-07 00:12:27.129";"145";"http://polysintez.ru/brezentovyiy-polog-450-g-m2-6x8-m"
164.132.161.12"2017-08-07 00:12:34.511";"242";"http://polysintez.ru/gidro-vetrozaschitnaya-membrana-tyvek-solid"
51.255.65.10"2017-08-07 00:12:41.592";"174";"http://polysintez.ru/plenka-vyisshiy-sort-chernaya-100-mkm-3x100-m"
51.255.65.72"2017-08-07 00:12:48.945";"330";"http://polysintez.ru/news/v_prodazhe_poyavilas_plenka_polietilenovaya_ukryvnaya_v_upakovkakh/"
89.169.95.95"2017-08-07 00:14:03.887";"160";"http://polysintez.ru/plenka-vyisshiy-sort-200-mkm-4x75-m"
37.9.113.114"2017-08-07 00:15:29.123";"301";"http://polysintez.ru/"
91.204.252.232"2017-08-07 00:15:49.369";"132";"http://polysintez.ru/landshaftnaya-georeshetka-75-mm"
95.26.135.129"2017-08-07 00:16:09.751";"144";"http://polysintez.ru/gidro-vetrozaschitnaya-membrana-tyvek-housewrap"
95.26.135.129"2017-08-07 00:16:11.291";"57";"http://polysintez.ru/index.php?route=product/product/review&product_id=1609"
95.26.135.129"2017-08-07 00:16:11.488";"38";"http://polysintez.ru/index.php?route=module/progroman/city_manager/init&url=%2Fgidro-vetrozaschitnaya-membrana-tyvek-housewrap"
