91.192.148.231"2017-08-25 00:00:08.010";"147";"http://polysintez.ru/index.php?route=feed/yandex_yml"
91.192.148.231"2017-08-25 00:00:08.614";"161";"http://polysintez.ru/index.php?route=feed/yandex_yml"
195.91.175.162"2017-08-25 00:00:19.668";"253";"http://polysintez.ru/polietilenovyie-plenki/plenka-dlya-prudov-i-vodoemov/?utm_source=rookee&utm_medium=direct&utm_campaign=10482586081&utm_term=%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C%20%D0%BF%D0%BB%D0%B5%D0%BD%D0%BA%D1%83%20%D0%B4%D0%BB%D1%8F%20%D0%BF%D1%80%D1%83%D0%B4%D0%B0&utm_content=premium.3.no.none&yclid=4912059198685842483"
195.91.175.162"2017-08-25 00:00:20.735";"56";"http://polysintez.ru/index.php?route=module/progroman/city_manager/init&url=%2Fpolietilenovyie-plenki%2Fplenka-dlya-prudov-i-vodoemov%2F%3Futm_source%3Drookee%26utm_medium%3Ddirect%26utm_campaign%3D10482586081%26utm_term%3D%25D0%25BA%25D1%2583%25D0%25BF%25D0%25B8%25D1%2582%25D1%258C%2520%25D0%25BF%25D0%25BB%25D0%25B5%25D0%25BD%25D0%25BA%25D1%2583%2520%25D0%25B4%25D0%25BB%25D1%258F%2520%25D0%25BF%25D1%2580%25D1%2583%25D0%25B4%25D0%25B0%26utm_content%3Dpremium.3.no.none%26yclid%3D4912059198685842483"
188.170.196.77"2017-08-25 00:01:16.181";"571";"http://polysintez.ru/polietilenovyie-plenki/"
188.170.196.77"2017-08-25 00:01:24.063";"95";"http://polysintez.ru/index.php?route=module/progroman/city_manager/init&url=%2Fpolietilenovyie-plenki%2F"
178.20.235.164"2017-08-25 00:01:25.049";"305";"http://polysintez.ru/index.php?route=feed/yandex_yml"
5.45.235.66"2017-08-25 00:02:36.887";"2450";"http://polysintez.ru/index.php?route=extension/feed/yandex_yml&token=q1y20V6pvL3hlBAPG39Nss8TjIR2b7VRODEYqE0Iu0y"
151.80.39.110"2017-08-25 00:03:07.687";"392";"http://polysintez.ru/"
188.170.196.77"2017-08-25 00:03:09.264";"1306";"http://polysintez.ru/polietilenovyie-plenki/?limit=240"
188.170.196.77"2017-08-25 00:03:15.657";"58";"http://polysintez.ru/index.php?route=module/progroman/city_manager/init&url=%2Fpolietilenovyie-plenki%2F%3Flimit%3D240"
157.55.39.249"2017-08-25 00:03:22.180";"138";"http://polysintez.ru/stroitelnyiy-tent-profi-120-g-m2-4x6-m"
5.255.198.106"2017-08-25 00:04:00.750";"1190";"http://polysintez.ru/polietilenovaya-plenka-profi-120-mkm-3x100-m"
207.46.13.34"2017-08-25 00:04:17.344";"231";"http://polysintez.ru/mnogoletnyaya-plenka-svetlitsa-150-mkm-3x80-m"
141.8.142.22"2017-08-25 00:04:45.843";"159";"http://polysintez.ru/penofol-2000-c-03"
37.9.118.28"2017-08-25 00:04:54.159";"468";"http://polysintez.ru/"
95.108.129.196"2017-08-25 00:05:32.931";"400";"http://polysintez.ru/"
5.255.198.106"2017-08-25 00:06:50.358";"326";"http://polysintez.ru/geotekstil-geotex-professional-t150-1-6x150-m"
217.69.134.63"2017-08-25 00:08:54.708";"121";"http://polysintez.ru/index.php?route=extension/feed/google_sitemap"
141.8.142.22"2017-08-25 00:09:20.689";"389";"http://polysintez.ru/index.php?route=product/product&product_id=130"
141.8.142.58"2017-08-25 00:12:09.277";"292";"http://polysintez.ru/spanbond-belyiy-35-g-m2-4-2x200-m"
5.255.198.106"2017-08-25 00:12:44.825";"245";"http://polysintez.ru/geotekstil-geotex-professional-t150-1-6x150-m"
178.167.23.53"2017-08-25 00:14:48.794";"154";"http://polysintez.ru/avariynoe-ograjdenie-a-95-100-g-m2-1x50-m"
178.167.23.53"2017-08-25 00:14:50.505";"53";"http://polysintez.ru/index.php?route=product/product/review&product_id=1974"
178.167.23.53"2017-08-25 00:14:50.602";"60";"http://polysintez.ru/index.php?route=module/progroman/city_manager/init&url=%2Favariynoe-ograjdenie-a-95-100-g-m2-1x50-m"
178.154.224.71"2017-08-25 00:16:43.364";"330";"http://polysintez.ru/"
141.8.142.58"2017-08-25 00:16:58.078";"323";"http://polysintez.ru/spanbond-belyiy-50-g-m2-1-6x300-m"
93.158.141.50"2017-08-25 00:18:03.173";"346";"http://polysintez.ru/geotekstil-geotex-professional-t150-1-6x150-m"
217.69.134.63"2017-08-25 00:21:52.947";"103";"http://polysintez.ru/index.php?route=extension/feed/google_sitemap"
5.255.198.93"2017-08-25 00:22:42.295";"2998";"http://polysintez.ru/index.php?route=extension/feed/yandex_yml&token=q1y20V6pvL3hlBAPG39Nss8TjIR2b7VRODEYqE0Iu0y"
93.158.141.26"2017-08-25 00:22:58.372";"445";"http://polysintez.ru/geotekstil-geotex-professional-t150-1-6x150-m"
141.8.142.22"2017-08-25 00:23:20.463";"182";"http://polysintez.ru/polietilenovyie-paketyi-240-l-85x130-sm"
5.45.235.73"2017-08-25 00:23:46.617";"3580";"http://polysintez.ru/index.php?route=extension/feed/yandex_yml&token=q1y20V6pvL3hlBAPG39Nss8TjIR2b7VRODEYqE0Iu0y"
37.9.118.28"2017-08-25 00:24:51.001";"349";"http://polysintez.ru/"
157.55.39.100"2017-08-25 00:24:51.442";"153";"http://polysintez.ru/tentovyiy-material-120-g-m2-4x25-m"
95.108.129.196"2017-08-25 00:26:01.129";"445";"http://polysintez.ru/"
5.255.198.106"2017-08-25 00:27:54.146";"445";"http://polysintez.ru/geotekstil-geotex-professional-t150-1-6x150-m"
91.192.148.231"2017-08-25 00:30:12.196";"108";"http://polysintez.ru/index.php?route=feed/yandex_yml"
91.192.148.231"2017-08-25 00:30:12.891";"286";"http://polysintez.ru/index.php?route=feed/yandex_yml"
35.184.189.105"2017-08-25 00:31:45.038";"242";"http://polysintez.ru/stroitelnyiy-tent-profi-180-g-m2-6x8-m"
35.184.189.105"2017-08-25 00:32:32.098";"241";"http://polysintez.ru/trehsloynaya-mnogoletnyaya-plenka-180-mkm-12x33-m"
