91.192.148.231"2017-09-02 00:00:06.454";"454";"http://polysintez.ru/index.php?route=feed/yandex_yml"
91.192.148.231"2017-09-02 00:00:07.480";"589";"http://polysintez.ru/index.php?route=feed/yandex_yml"
178.20.235.164"2017-09-02 00:01:41.021";"478";"http://polysintez.ru/index.php?route=feed/yandex_yml"
157.55.39.106"2017-09-02 00:01:41.098";"598";"http://polysintez.ru/stroitelnyie-tentyi/tenty-profi-180/"
66.249.76.144"2017-09-02 00:02:02.513";"520";"http://polysintez.ru/paroizolyatsiya-nanoizol-b"
66.249.69.48"2017-09-02 00:02:03.293";"578";"http://polysintez.ru/paroizolyatsiya-nanoizol-b"
5.255.198.106"2017-09-02 00:02:23.134";"803";"http://polysintez.ru/tentovyiy-material-180-g-m2-2x50-m"
217.69.133.191"2017-09-02 00:03:56.940";"585";"http://polysintez.ru/upload/iblock/066/06649881335bbfd2bdc180692628643a.JPG"
95.108.129.196"2017-09-02 00:04:00.167";"1004";"http://polysintez.ru/"
66.249.76.144"2017-09-02 00:04:05.192";"534";"http://polysintez.ru/armirovannaya-plenka-profi-140-g-m2-2x25-m"
217.69.133.23"2017-09-02 00:04:09.222";"439";"http://polysintez.ru/personal/order/payment/"
37.9.118.28"2017-09-02 00:06:16.826";"669";"http://polysintez.ru/"
37.115.215.125"2017-09-02 00:06:48.122";"882";"http://polysintez.ru/"
37.115.215.125"2017-09-02 00:06:52.171";"504";"http://polysintez.ru/simpleregister/"
37.115.215.125"2017-09-02 00:06:53.368";"475";"http://polysintez.ru/simpleregister/"
37.115.215.125"2017-09-02 00:06:54.734";"533";"http://polysintez.ru/login/"
37.115.215.125"2017-09-02 00:06:55.540";"420";"http://polysintez.ru/login/"
5.45.235.114"2017-09-02 00:07:55.786";"2543";"http://polysintez.ru/index.php?route=extension/feed/yandex_yml&token=q1y20V6pvL3hlBAPG39Nss8TjIR2b7VRODEYqE0Iu0y"
93.158.141.50"2017-09-02 00:07:58.624";"495";"http://polysintez.ru/chernaya-tehnicheskaya-plenka-80-mkm-3x100-m"
180.76.15.138"2017-09-02 00:08:50.591";"998";"http://polysintez.ru/polietilenovaya-plenka-eco-60-mkm-3x100-m"
217.69.134.134"2017-09-02 00:12:02.245";"134";"http://polysintez.ru/index.php?route=extension/feed/google_sitemap"
5.255.198.106"2017-09-02 00:13:08.828";"583";"http://polysintez.ru/chernaya-tehnicheskaya-plenka-80-mkm-3x100-m"
141.8.142.58"2017-09-02 00:17:00.284";"737";"http://polysintez.ru/"
66.249.76.140"2017-09-02 00:17:02.732";"378";"http://polysintez.ru/vozdushno-puzyirchataya-plenka-1-2x20-m"
141.8.142.22"2017-09-02 00:17:13.974";"408";"http://polysintez.ru/gidro-paroizolyatsiya/izospan/"
93.158.141.26"2017-09-02 00:17:24.037";"501";"http://polysintez.ru/chernaya-tehnicheskaya-plenka-80-mkm-3x100-m"
178.154.224.71"2017-09-02 00:17:31.768";"658";"http://polysintez.ru/"
5.255.198.69"2017-09-02 00:18:38.355";"2169";"http://polysintez.ru/index.php?route=extension/feed/yandex_yml&token=q1y20V6pvL3hlBAPG39Nss8TjIR2b7VRODEYqE0Iu0y"
5.255.198.106"2017-09-02 00:22:21.444";"696";"http://polysintez.ru/chernaya-tehnicheskaya-plenka-80-mkm-3x100-m"
217.69.134.63"2017-09-02 00:22:29.163";"119";"http://polysintez.ru/index.php?route=extension/feed/google_sitemap"
93.158.141.50"2017-09-02 00:23:06.972";"516";"http://polysintez.ru/armirovannaya-plenka-profi-200-g-m2-4x50-m"
141.8.142.22"2017-09-02 00:23:35.672";"381";"http://polysintez.ru/himicheski-sshityy-penopolietilen-5-mm-15x100-m"
95.108.129.196"2017-09-02 00:24:16.234";"798";"http://polysintez.ru/"
37.9.118.28"2017-09-02 00:25:46.225";"634";"http://polysintez.ru/"
