178.20.235.164"2017-08-16 00:01:19.215";"310";"http://polysintez.ru/index.php?route=feed/yandex_yml"
40.77.167.99"2017-08-16 00:01:37.449";"406";"http://polysintez.ru/dempfernaya-lenta-5-mm"
46.4.89.220"2017-08-16 00:02:13.619";"250";"http://polysintez.ru/stroitelnyiy-tent-tarpaulin-120-g-m2-4x8-m"
37.9.118.24"2017-08-16 00:03:00.170";"657";"http://polysintez.ru/"
37.9.118.24"2017-08-16 00:03:04.702";"54";"http://polysintez.ru/index.php?route=module/progroman/city_manager/init&url=%2F"
141.8.142.22"2017-08-16 00:03:23.708";"205";"http://polysintez.ru/plenka-pervyiy-sort-150-mkm-3x100-m"
178.154.224.71"2017-08-16 00:03:49.315";"335";"http://polysintez.ru/"
5.255.198.106"2017-08-16 00:03:54.901";"314";"http://polysintez.ru/polietilenovaya-plenka-profi-200-mkm-3x100-m"
66.249.66.204"2017-08-16 00:04:27.026";"561";"http://polysintez.ru/"
89.169.95.95"2017-08-16 00:04:54.631";"300";"http://polysintez.ru/germetik-silikonovyiy-tytan-euro-line-belyiy-290-ml"
95.108.129.196"2017-08-16 00:05:00.036";"442";"http://polysintez.ru/"
93.158.141.50"2017-08-16 00:07:26.182";"363";"http://polysintez.ru/polietilenovaya-plenka-profi-200-mkm-3x100-m"
93.157.168.28"2017-08-16 00:08:12.130";"577";"http://polysintez.ru/polietilenovyie-plenki/"
93.157.168.28"2017-08-16 00:08:17.009";"58";"http://polysintez.ru/index.php?route=module/progroman/city_manager/init&url=%2Fpolietilenovyie-plenki%2F"
89.169.95.95"2017-08-16 00:08:33.713";"275";"http://polysintez.ru/steklomaterialyi/steklotkan/"
5.255.198.71"2017-08-16 00:09:26.841";"3124";"http://polysintez.ru/index.php?route=extension/feed/yandex_yml&token=q1y20V6pvL3hlBAPG39Nss8TjIR2b7VRODEYqE0Iu0y"
93.157.168.28"2017-08-16 00:09:31.251";"215";"http://polysintez.ru/chernaya-tehnicheskaya-plenka-80-mkm-3x100-m"
93.157.168.28"2017-08-16 00:09:33.988";"57";"http://polysintez.ru/index.php?route=product/product/review&product_id=1737"
93.157.168.28"2017-08-16 00:09:34.549";"48";"http://polysintez.ru/index.php?route=module/progroman/city_manager/init&url=%2Fchernaya-tehnicheskaya-plenka-80-mkm-3x100-m"
217.69.134.62"2017-08-16 00:09:44.047";"169";"http://polysintez.ru/index.php?route=extension/feed/google_sitemap"
89.178.3.65"2017-08-16 00:09:49.632";"218";"http://polysintez.ru/zaschitnaya-fasadnaya-setka-80-g-m2-3x50-m"
89.178.3.65"2017-08-16 00:09:51.213";"76";"http://polysintez.ru/index.php?route=product/product/review&product_id=1948"
89.178.3.65"2017-08-16 00:09:51.338";"49";"http://polysintez.ru/index.php?route=module/progroman/city_manager/init&url=%2Fzaschitnaya-fasadnaya-setka-80-g-m2-3x50-m"
93.157.168.28"2017-08-16 00:10:38.591";"627";"http://polysintez.ru/polietilenovyie-plenki/"
93.157.168.28"2017-08-16 00:10:45.036";"61";"http://polysintez.ru/index.php?route=module/progroman/city_manager/init&url=%2Fpolietilenovyie-plenki%2F"
89.169.95.95"2017-08-16 00:10:55.364";"268";"http://polysintez.ru/meshki-belye-50x105-sm"
93.157.168.28"2017-08-16 00:11:21.145";"536";"http://polysintez.ru/polietilenovyie-plenki/?page=5"
93.157.168.28"2017-08-16 00:11:26.443";"50";"http://polysintez.ru/index.php?route=module/progroman/city_manager/init&url=%2Fpolietilenovyie-plenki%2F%3Fpage%3D5"
91.204.252.230"2017-08-16 00:11:44.149";"276";"http://polysintez.ru/stroitelnyiy-tent-profi-120-g-m2-20x20-m"
93.157.168.28"2017-08-16 00:11:46.714";"254";"http://polysintez.ru/chernaya-vozdushno-puzyrchataya-plenka-12x100-m"
93.157.168.28"2017-08-16 00:11:49.946";"40";"http://polysintez.ru/index.php?route=product/product/review&product_id=2043"
93.157.168.28"2017-08-16 00:11:50.568";"53";"http://polysintez.ru/index.php?route=module/progroman/city_manager/init&url=%2Fchernaya-vozdushno-puzyrchataya-plenka-12x100-m"
141.8.142.22"2017-08-16 00:12:17.267";"186";"http://polysintez.ru/vetro-vlagozaschitnaya-membrana-nanoizol-a"
141.8.142.22"2017-08-16 00:12:19.034";"59";"http://polysintez.ru/index.php?route=module/progroman/city_manager/init&url=%2Fvetro-vlagozaschitnaya-membrana-nanoizol-a"
